year,workauthorization,country,gender,degree,college,department,major,graddate,status,jobtitle.gradprogram,city,state.country,graddegree,annualsalary,useful,dateoffered,dateaccepted,jobfunction,employerindustry,numoffers
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Finance Leadership Development Program,Waltham,MA,,57000,TartanTRAK,41579,41579,Finance:Corporate,biotechnology,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Database Analyst,Washington,DC,,90000,TartanTRAK,41548,41579,IT:Analyst,technology,3
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Investment Banking Analyst,Pittsburgh,PA,,70000,TartanTRAK,41671,41671,Finance:Investment Banking ,financial services,1
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAFIN,S14,E,Vanguard Accelerated Development Rotational Program,Valley Forge,PA,,51000,Hired from summer internship,41487,41548,Finance:Other,financial services,3
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAGENMAN,S14,E,Management Trainee Program,Miami,FL,,60000,TartanTRAK,41609,41609,Management:Management Trainee (Entry-Level Management),consumer products,3
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Asset Finance Analyst,New York,NY,,70000,TartanTRAK,41487,41487,Finance:Investment Banking ,financial services,1
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAFIN,S14,E,Investment Banking Analyst,New York,NY,,75000,TartanTRAK,41548,41579,Finance:Investment Banking,financial services,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Business Analyst,Pittsburgh,PA,,75500,TartanTRAK,,,Consulting:Management/Strategy,consulting,NA
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAENT,S14,E,Marketing Analyst,Wilmington,DE,,55000,TartanTRAK,41671,41730,Marketing:Other,financial services,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Equipment Finance Analyst,Pittsburgh,PA,,60000,TartanTRAK,41548,41548,Finance:Financial Analysis,financial services,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAGENMAN,S14,E,Business Career Foundation Program,Seattle,WA,,52000,Hired from summer internship,41518,41518,Finance:Other,manufacturing,NA
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAIMN,S14,E,Business Systems Analyst,Auburn Hills,MI,,62087,Job Fair,41548,41579,IT:Analyst,manufacturing,NA
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAFIN,S14,E,Consultant,New York,NY,,71000,,41579,41609,Consulting:Management/Strategy,consulting,2
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAFIN,S14,E,Corporate Finance Analyst,New York,NY,,60000,On-line Job Listing Site,41579,41579,Finance:Corporate,consulting,1
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BA,S14,E,Business and Marketing Operations,New York,NY,,42000,Networking,41730,41791,Marketing:Brand/Product Management ,consumer products,4
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAMARK,S14,E,Marketing Associate,New York,NY,,75000,Networking,41699,41699,Marketing:Other,marketing/communications,1
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Investment Banking Analyst,New York,NY,,70000,TartanTRAK,41487,41518,Finance:Investment Banking,financial services,NA
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAIMN,S14,E,Consultant,San Francisco,CA,,79000,Job Fair,41548,41579,Consulting:Management/Strategy,consulting,4
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BA,S14,E,Business Analyst,Minneapolis,MN,,54000,Hired from summer internship,41487,41518,Analyst:Business,retail,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Management Consultant Associate,New York,NY,,65000,Hired from summer internship,41487,41579,Consulting:Management/Strategy ,consulting,1
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN; BACIT,S14,E,Technology Analyst,New York,NY,,80000,TartanTRAK,41548,41609,IT:Analyst,financial services,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Financial Analyst,Latrobe,PA,,47000,Networking,41791,41791,Finance:Accounting,manufacturing,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Asset & Liability Management Analyst ,New York,NY,,70000,TartanTRAK,41579,41579,Finance:Asset/Portfolio Management,financial services,1
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Sales & Trading Analyst,New York,NY,,70000,Your Career Consultant/the Career Center ,41548,41548,Finance:Sales and Trading ,financial services,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BA,S14,E,Treasury Services Analyst,New York,NY,,70000,TartanTRAK,41487,41487,Finance:Financial Analysis,financial services,1
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAFIN,S14,E,Treasury Services Analyst,New York,NY,,70000,Hired from summer internship,41456,41456,Finance:Financial Analysis,financial services,1
2014,Non-US Citizen,Japan,Female,BS,Tepper,Business Administration,BAITM,S14,E,Tax Consultant,Los Angeles,CA,,55000,Internet Job Listing Site,41671,41699,Consulting:Finance,consulting,3
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAGENMAN,S14,E,"Analyst, Capital Markets Origination",New York,NY,,70000,Hired from summer internship,41487,41518,Finance:Investment Banking,financial services,2
2014,Non-US Citizen,Canada,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Investment Banking Analyst,New York,NY,,70000,Hired from summer internship,41518,41518,Finance:Investment Banking,financial services,2
2014,Non-US Citizen,Korea,Female,BS,Tepper,Business Administration,BA,S14,E,Associate Analyst,New York,NY,,65000,TartanTRAK,41699,41699,Management:Product Management,financial services,NA
2014,U.S. Citizen,United States,Female,BS,Tepper,Business Administration,BAGCM,S14,E,Supply Chain Analyst,Mountain View,CA,,85000,Job Fair,41609,41609,Management:Supply Chain,technology,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Software Engineer,Arlington,VA,,110000,Networking,41548,41579,Computer Science:Software Development,technology,3
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAGENMAN,S14,E,Product Designer/Mold Engineer,Asbury Park,NJ,,52000,Networking,41579,41579,Engineering: Manufacturing/Industrial ,manufacturing,3
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Business Analyst,Pittsburgh,PA,,75500,TartanTRAK,41487,41518,Consulting:Management/Strategy,consulting,3
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAITM,S14,E,Associate Consultant,Seattle,WA,,74000,Job Fair,41609,41609,Consulting:IT,technology,2
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Junior Trader,Greensburg,PA,,60000,Networking,41760,41760,Finance:Sales and Trading,financial services,NA
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAIMN,S14,E,Management Consultant Associate,Los Angeles,CA,,65000,Networking,41548,41579,Consulting:Management/Strategy,consulting,2
2014,Non-US Citizen,China,Female,BS,Tepper,Business Administration,BAFIN,S14,E,Finance Associate,Redwood City,CA,,70000,TartanTRAK,41730,41730,Finance:Financial Analysis,technology,3
2014,U.S. Citizen,United States,Male,BS,Tepper,Business Administration,BAFIN,S14,E,Analyst,San Francisco,CA,,70000,TartanTRAK,41671,41671,Finance:Financial Analysis,financial services,2
2014,Non-US Citizen,Philippines,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Software Engineer,San Francisco,CA,,94000,,,,Software Development,technology,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,Social & Decision Sciences,DECSCI,S14,E,Business Analyst ,Pittsburgh,PA,,56000,,,,Business Analyst,consulting,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Technology Consultant,Dallas,TX,,60000,,,,IT,consulting,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Data Analyst,San Francisco,CA,,83000,,,,Analyst,retail,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,Economics,ECO,S14,E,Analyst,New York,NY,,70000,Hired from summer internship,41487,41518,Finance:Financial Analysis,financial services,1
2014,U.S. Citizen,United States,Male,BS,Dietrich,Social & Decision Sciences,DECSCI,S14,E,Technical Services,Madison,WI,,65000,,,,Other,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,Social & Decision Sciences,DECSCI,S14,E,Associate Management Consultant,Chicago,IL,,63500,,,,Management/Strategy,consulting,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,Social & Decision Sciences,DECSCI,S14,E,Product Designer,San Francisco,CA,,80000,,,,User Design,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Software Engineer,Los Angeles,CA,,95000,,,,Software Development,technology,NA
2014,U.S. Citizen,Taiwan,Female,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Associate Consultant,San Francisco,CA,,71000,,,,Management/Strat,consulting,NA
2014,Permanent Resident,United States,Male,BS,Dietrich,Psychology,PSY,S14,E,Software Engineer,San Francisco,CA,,78000,,,,Softwarde Development,technology,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,F13,E,Analyst,New York,NY,,64000,,,,Financial Analyst,financial services,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Associate Consultant,Seattle,WA,,74000,,,,Other,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Information Technology Development Rotational Program,Cupertino,CA,,95000,,,,Software Development,technology,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,Social & Decision Sciences,DECSCI,S14,E,Global Business Consultant ,Herndon,VA,,72000,,,,Management/Strat,consulting,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,Social & Decision Sciences,DECSCI,S14,E,Business Analyst ,New York,NY,,65000,,,,Business Analyst,financial services,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,IT Development Program Associate,McLean,VA,,68000,,,,Data,financial services,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,Social & Decision Sciences,POLMGMT,S14,E,Chapter Leadership Consultant ,Indianapolis,IN,,23660,,,,Greek Advisor,education,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,Economics,ECO,F13,E,Associate Energy Software Consultant,Dallas,TX,,60000,Job Fair,41579,41579,Consulting:IT,technology,2
2014,U.S. Citizen,United States,Female,BS,Dietrich,Economics,ECO,S14,E,Business Development Representative,San Francisco,CA,,75000,Networking,41579,41609,Marketing:Business Development/Sales,technology,1
2014,U.S. Citizen,United States,Female,BS,Dietrich,Statistics,ECOSTA,F13,E,Consultant,Washington,DC,,71000,Job Fair,41925,41956,Consulting: Management/Strategy,consulting,4
2014,U.S. Citizen,United States,Male,BS,Dietrich,Philosophy,EHPP,S14,E,Risk Management modeling analyst ,New York,NY,,90000,,,,Financial Analysis,financial services,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Prototyper,Mountain View,CA,,89000,,,,Other,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,F13,E,Scientist ,Tenafly,NJ,,46000,,,,Other,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Software Development,Austin,TX,,67000,,,,Softwarde Development,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Technology Consultant,San Francisco,CA,,65000,,,,IT,consulting,NA
2014,Non-US Citizen,Korea,Male,BS,Dietrich,Statistics,ECOSTA,S14,E,Global Data Analyst,Pittsburgh,PA,,55000,,41740,41743,Analyst: Data,consumer products,2
2014,U.S. Citizen,United States,Female,BS,Dietrich,Statistics,ECOSTA,S14,E,Information Analyst,Peoria,IL,,67104,TartanTRAK,41986,41653,Analyst: Data,manufacturing,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,English,TWCM,S14,E,Consumer Writer,Seattle,WA,,102000,,,,Communications: Writing/Editing,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,Statistics,ECOSTA,S14,E,Solutions Developer,Bolder,CO,,80000,Linked in,41743,41743,Analyst: Data,technology,2
2014,U.S. Citizen,United States,Female,BS,Dietrich,Social & Decision Sciences,POLMGMT,S14,E,Regional Field Director,Providence,RI,,48000,,,,Fundraising,education,NA
2014,U.S. Citizen,Hong Kong,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Technology Consultant,San Francisco,CA,,70000,,,,Management/Strat,consulting,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,Statistics,STA,S14,E,Risk Associate,Pittsburgh,PA,,55000,Hired from summer internship,41895,41925,Analyst: Data,financial services,1
2014,U.S. Citizen,United States,Female,BS,Dietrich,Social & Decision Sciences,DECSCI,S14,E,Operations Management Analyst ,Charlotte,NC,,55000,,,,Business Analyst,financial services,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,History,GS,S14,E,Consulting (GBS),Chicago,IL,,71000,,,,Management/Strat,consulting,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,History,GS,S14,E,Consulting Public Sector,Washington,DC,,70000,,,,Management/Strat,consulting,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,English,PW,S14,E,Content Publisher,Redmond,WA,,102000,LinkedIn,,41669,Communications: Writing/Editing,technology,2
2014,U.S. Citizen,United States,Female,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Experienced Associate/Tech Consultant,Chicago,IL,,63000,,,,IT,consulting,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,Social & Decision Sciences,DECSCI,S14,E,Intern,Vienna,VA,,46000,,,,,consulting,NA
2014,Permanent Resident,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Product Management,Seattle,WA,,72000,,,,Other,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Systems Analyst,San Francisco,CA,,80000,,,,Network Admin,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,Statistics,ECOSTA,S14,E,Trader,NA,NA,,70000,CPDC,,,Finance: Sales/Trading,financial services,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Information Technology Development Rotational Program,Cupertino,CA,,96000,,,,Software Development,technology,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Product Management ,San Francisco,CA,,82000,,,,Other,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Data Analytics Consultant,New York,NY,,70000,,,,IT Analyst,consulting,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,Economics,ECO,S14,E,Analyst,New York,NY,,70000,Hired from summer internship,41487,41487,Analyst:Data,financial services,1
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Machine Learning Scientist ,Arlington,VA,,85000,,,,Computer Programming,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Business Systems Analyst,Pittsburgh,PA,,60000,,,,Business Analyst,financial services,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,Social & Decision Sciences,POLMGMT,S14,E,Associate Consultant,New York,NY,,64000,,,,Management/Strat,consulting,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,Economics,ECO,S14,E,Management Consultant ,New York,NY,,65000,Job Fair,41548,41579,Consulting:Management/Strategy,consulting,2
2014,U.S. Citizen,United States,Male,BS,Dietrich,Social & Decision Sciences,DECSCI,S14,E,Commecial Sector Consulting,New York,NY,,71000,,,,Management/Strat,consulting,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Digital Software Engineer,New York,NY,,75000,,,,Software Development,financial services,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,User Experience Leadership Program,San Ramon,CA,,96000,,,,Design,consumer products,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,Social & Decision Sciences,INTRELP,F13,E,Project Manager,Palo Alto,CA,,78000,,,,Other,technology,NA
2014,U.S. Citizen,United States,Male,BS,Dietrich,Social & Decision Sciences,INTRELP,S14,E,Project Manager,Madison,WI,,65000,,,,Other,technology,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,Philosophy,EHPP,S14,E,Product Management Associate,Redwood,CA,,70000,,,,Management/Strat,technology,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,Statistics,ECOSTA,S14,E,Analytics Analyst,Chicago,IL,,70000,Job Fair,41956,41956,Analyst: Data,financial services,2
2014,U.S. Citizen,United States,Female,BS,Dietrich,Statistics,ECOSTA,S14,E,Data Scientist,Cleveland,OH,,65000,Job Fair,41623,41647,Analyst: Data,healthcare,3
2014,U.S. Citizen,United States,Female,BS,Dietrich,Economics,ECO,S14,E,GBS Public Sector SAP/Oracle Consultant,Washington,DC,,65000,TartanTRAK,41579,41609,Consulting:IT ,consulting,2
2014,U.S. Citizen,United States,Male,BS,Dietrich,H&SS Interdisciplinary,INFOSYS,S14,E,Software Engineer,Vienna,VA,,72000,,,,Software Development,financial services,NA
2014,U.S. Citizen,United States,Female,BS,Dietrich,Statistics,ECOSTA,S14,E,Management Consultant Analytics,New York,NY,,65000,TartanTRAK,41925,41956,Consulting: Management/Strategy,consulting,2
2014,U.S. Citizen,United States,Female,BS,MCS,Physics,PHYAST,S14,E,Geophysicist,Houston,TX,,74000,TartanTrak,41732,41740,Geophysicist/data processing,energy,1
2014,U.S. Citizen,United States,Female,BS,MCS,Chemistry,CMY,S14,E,Researcher,Bethesda,MD,,31000,,,,Research,education,NA
2014,U.S. Citizen,United States,Male,BS,MCS,Computational Finance,CompFin,S14,E,Trader,Chicago,IL,,70000,,Mid October,End of October,Finance: Sales & Trading,financial services,4
2014,U.S. Citizen,United States,Male,BS,MCS,Chemistry,CMY,S14,E,Research Associate 1,Pittsburgh,PA,,35000,Networking,41773,41773,Research,education,2
2014,U.S. Citizen,United States,Female,BS,MCS,Mathematical Sciences,MSCORSTA,S14,E,"Operations Research Analyst, Consultant",NA,NA,,60000,Referred by student in previous class,,,Consulting: Other,consulting,NA
2014,U.S. Citizen,United States,Female,BS,MCS,Mathematical Sciences,MSCORSTA,S14,E,Actuarial and Analytics Leadership Development Program,Hartford,CT,,66000,Networking,41518,41518,Finance: Actuarial,insurance,1
2014,U.S. Citizen,United States,Female,BS,MCS,Mathematical Sciences,MSCORSTA,S14,E,Technology Analyst,NA,NA,,70000,TartanTRAK,,,Finance: Other,financial services,NA
2014,U.S. Citizen,United States,Female,BS,MCS,Mathematical Sciences,MSCOR,S14,E,Risk Analyst,Hoboken,NJ,,65000,TOC,41641,41649,Finance: Risk Management,insurance,3
2014,U.S. Citizen,United States,Male,BS,MCS,Chemistry,CMY,S14,E,Post Baccalaureate Researcher,Bethesda,MD,,31000,Academic Advisor,41773,41773,Research,healthcare,1
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCORSTA,S14,E,Software Engineer,McLean,VA,,72000,Job Fair,41925,41925,Computer Science: Software Engineering,financial services,1
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCM,S14,E,Software Engineer,Boston,MA,,80000,Intern there last summer,41487,41579,Computer Science: Software Engineering,retail,1
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCM,S14,E,Software Engineer,Lexington,MA,,85000,Internet Job Listing Site,41788,41789,Computer Science: Software Engineering,marketing/communications,1
2014,U.S. Citizen,United States,Female,BS,MCS,Mathematical Sciences,MSCM,S13,E,Security Analyst,New York,NY,,65000,Networking,41652,41652,Consulting: Other,consulting,1
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCDML,S14,E,Software Engineer,Mountain View,CA,,115000,TOC,,,Computer Science: Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCM,S14,E,Software Development Engineer,Seattle,WA,,90000,OCR,41632,41657,Computer Science: Software Development,retail,1
2014,U.S. Citizen,United States,Male,BS,MCS,Physics,PHY,S14,E,Quantitative Analyst,Chicago,IL,,85992,Online Job Listing,,,Analyst: Business,financial services,NA
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCM,F13,E,Software Engineer,Mountain View,CA,,100000,,April,April,Computer Science: Software Engineering,technology,1
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCM,S14,E,Software Developer,San Jose,CA,,85000,"Tartan Trak, Job Fair",41760,41760,Computer Science: Software Development,technology,3
2014,U.S. Citizen,United States,Female,BS,MCS,Biological Sciences,BSCPSY,S14,E,Research Assistant,Bethesda,MD,,24000,Advisor,,41705,Research,healthcare,1
2014,U.S. Citizen,United States,Female,BS,MCS,Chemistry,CMY,S14,E,Research Associate 1,Pittsburgh,PA,,26000,Networking,41794,41794,Research,education,1
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCORSTA,F13,E,Product Modeling Analyst,Chevy Chase,MD,,50710,Referred by a friend,41604,41610,Analyst: Business,insurance,2
2014,U.S. Citizen,United States,Male,BS,MCS,Chemistry,CMY,S14,E,Project Manager,Madison,WI,,60000,Tartan TRAK,41713,41728,Information Systems,technology,1
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCORSTA,S14,E,Naval Missions Analysis,Laurel,MD,,68000,Internal connection,,,Research,education,NA
2014,U.S. Citizen,United States,Male,BS,MCS,Chemistry,CMY,S14,E,CRTA research fellow,Bethesda,MD,,31000,,41712,41712,Research,healthcare,5
2014,Non-US Citizen,India,Male,BS,MCS,Mathematical Sciences,COMPFIN,S14,E,Trader,Chicago,IL,,70000,TartanTRAK,41548,41579,Finance: Sales & Trading,financial services,2
2014,U.S. Citizen,United States,Female,BS,MCS,Mathematical Sciences,MSCM,S14,E,Business Analyst,Pittsburgh,PA,,50000,"Job Fair, TartanTrak",41671,41699,Analyst: Business,technology,NA
2014,U.S. Citizen,United States,Female,BS,MCS,Mathematical Sciences,Mcsba,S14,E,Software Developer,Verona,WI,,90000,TartanTrak,41548,41593,Computer Science: Software Development,technology,2
2014,Permanent Resident,India,Female,BS,MCS,Mathematical Sciences,COMPFIN,S14,E,"Analyst, Sales & Trading",NA,NA,,60250,On campus information session,,,Finance: Sales & Trading,financial services,NA
2014,U.S. Citizen,United States,Female,BS,MCS,Mathematical Sciences,MSCM,S14,E,Software Engineer,Herndon,VA,,88250,"Job Fair, TartanTrak, Networking",41579,41609,Computer Science: Software Engineering,technology,2
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCORSTA,S14,E,Trading Analyst,Chicago,IL,,70000,TartanTrak,41944,41944,Finance: Sales & Trading,financial services,3
2014,U.S. Citizen,United States,Female,BS,MCS,Mathematical Sciences,MSCCAM,S14,E,Software Engineer,Pittsburgh,PA,,50000,TOC,41603,41610,Computer Science: Other,consumer products,1
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCM,S14,E,Software Engineer,New York,NY,,100000,"Job Fair, Online Job Listing Site",41592,41957,Computer Science: Software Engineering,technology,1
2014,U.S. Citizen,United States,Female,BS,MCS,Chemistry,CMY,S14,E,Chemist ,Huntsville,AL,,60000,Hired from summer internship,41653,41684,Engineering: Quality control,manufacturing,1
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,COMPFIN,S14,E,Assistant Trader,Chicago,IL,,80000,Hired from Summer Internship,41487,41518,Finance: Sales & Trading,financial services,1
2014,U.S. Citizen,United States,Male,BS,MCS,Mathematical Sciences,MSCM,S14,E,Software Engineer,Los Angeles,CA,,110000,TOC,,,Computer Science: Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer,Seattle,WA,,96000,"TartanTRAK, Online Job Listing Site, & Hired from summer internship",41548,41579,Software Development,retail,3
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Technical Director,Glendale,CA,,70000,,,,Software Engineering,arts & entertainment,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,SoftwareEngineer,Palo Alto,CA,,110000,Networking,41548,41579,Software Engineering,technology,5
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Hedge Fund Manager,New York,NY,,100000,,,,Asset/Portfolio Management,financial services,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Developer,Seattle,WA,,102000,Networking & Career Consultant,41579,41609,Software Development,technology,3
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,95000,,,,Software Engineering,technology,NA
2014,Non-US Citizen,Other,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Seattle,WA,,90000,"Job Fair, Career Consultant & Networking",,,Software Engineering,retail,3
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Mountain View,CA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Norwalk,CT,,87000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Pittsburgh,PA,,90000,Job Fair,41579,41609,Software Engineering,technology,5
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Mountian View,CA,,100000,,41518,41548,Software Engineering,technology,2
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Mountain View,CA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Java Engineer,San Francisco,CA,,115000,Hired from summer internship,41699,41699,Software Engineering,technology,1
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Developer,Palo Alto,CA,,109500,,,,Software Development,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Menlo Park,CA,,105000,,,,Software Engineering,technology,NA
2014,Permanent Resident,United States,Male,BS,SCS,Computer Science,CS,S14,E,Forward Deployment Engineer,San Francisco,CA,,92000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer,Seattle,WA,,108000,"Job Fair, Hired from Internship & Career Consultant",41518,41609,Software Development,retail,1
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Softeware Development Engineer,Seattle,WA,,102000,Hired from summer internship,41487,41548,Software Engineering,technology,1
2014,Permanent Resident,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer,Seattle,WA,,90000,Networking,41518,41579,Software Development,retail,2
