"year","workauthorization","country","gender","degree","college","department","major","graddate","status","employer.school","jobtitle.gradprogram","city","state.country","graddegree","useful","dateoffered","dateaccepted","jobfunction","employerindustry","numoffers","pop","lat","long","capital"
2014,"U.S. Citizen","United States","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S14","E","Microsoft","Associate Consultant","Seattle","WA",NA,NA,NA,NA,"Other","technology",NA,570430,47.62,-122.35,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S14","E","PNC","Intern Advertising Analyst","Pittsburgh","PA",NA,NA,NA,NA,"Business Analyst","financial services",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","CW","S14","E","Haymarket Media Group","Assistant Digital Content Editor","New York","NY",NA,NA,NA,NA,NA,NA,NA,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Statistics","ECOSTA","S14","E","Horizon Media","Jr. Search Engine Marketing Analyst","New York","NY",NA,NA,NA,NA,NA,NA,NA,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","DECSCI","S14","E","IBM","Global Business Consultant","Herndon","VA",NA,NA,NA,NA,"Management/Strat","consulting",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","TWCM","S14","E","Yale University","IT Knowledge and Organizational Management Intern","New Haven","CT",NA,NA,NA,NA,NA,NA,NA,125030,41.31,-72.92,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","DECSCI","S14","E","A.T. Kearney","Business Analyst","New York","NY",NA,NA,NA,NA,"Business Analyst","financial services",NA,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","History","GS","S14","E","Paralegal/Trial Preparation Assistant","Manhattan District Attorney's Office, in the Major Economic Crimes Bureau","New York","NY",NA,NA,NA,NA,NA,NA,NA,8124427,40.67,-73.94,0
2014,"Non-US Citizen","Singapore","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S13","E","Deloitte","Business Technology Analyst","Pittsburgh","PA",NA,NA,NA,NA,"IT Analyst","consulting",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Economics","ECO","S14","E","Twilio","Business Development Representative","San Francisco","CA",NA,"Networking","41579","41609","Marketing:Business Development/Sales","technology",1,723724,37.77,-122.45,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Statistics","ECOSTA","F13","E","IBM","Consultant","Washington","DC",NA,"Job Fair","41925","41956","Consulting: Management/Strategy","consulting",4,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","History","GS","S14","E","Results for Development Institute","Non-State Global Education","Washington","DC",NA,NA,NA,NA,"Educator","education",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Statistics","STA","S14","E","Navy Federal Credit Union","Marketing Analyst",NA,NA,NA,NA,NA,NA,"Analyst: Data","financial services",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","CW","S14","E","Minted","Seasonal Design Associate","San Francisco","CA",NA,NA,NA,NA,NA,NA,NA,723724,37.77,-122.45,0
2014,"Non-US Citizen","Korea","Female","BS","Dietrich","Social & Decision Sciences","POLMGMT","S14","E","Rukus Wireless","Recruiting Coordinator","San Francisco","CA",NA,NA,NA,NA,"HR","technology",NA,723724,37.77,-122.45,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S14","E","Bentley Systems","UX Intern","Pittsburgh","PA",NA,NA,NA,NA,"User Design","technology",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Statistics","ECOSTA","S14","E","Caterpillar","Information Analyst","Peoria","IL",NA,"TartanTRAK","41986","41653","Analyst: Data","manufacturing",NA,112894,40.74,-89.61,0
2014,"Non-US Citizen","Korea","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","F13","E","IBM","Technology Consultant",NA,"South Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Non-US Citizen","Korea","Female","BS","Dietrich","Economics","ECO","S14","E","Samsung","Marketing Associate","Seongnam","South Korea",NA,"On-line Job Listing Site","41609","41609","Marketing:Other","consumer products",1,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","DECSCI","S14","E","Deloitte","Summer Scholar",NA,NA,NA,NA,NA,NA,NA,"consulting",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","TWCM","S14","E","Microsoft","Consumer Writer","Seattle","WA",NA,NA,NA,NA,"Communications: Writing/Editing","technology",NA,570430,47.62,-122.35,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","History","GS","S14","E","Fulbright Fellowship","Fulbright Teaching Assistantship",NA,"Germany",NA,NA,NA,NA,"teacher","education",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","DECSCI","S14","E","Kaiser Permanente","Digital Workforce Group Intern","Oakland","CA",NA,NA,NA,NA,NA,"healthcare",NA,393632,37.77,-122.22,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","POLMGMT","S14","E","Clay Pell for Governor","Regional Field Director","Providence","RI",NA,NA,NA,NA,"Fundraising","education",NA,178295,41.82,-71.42,2
2014,"U.S. Citizen","United States","Female","BS","Dietrich","History","GS","S14","E","BarGee Farms","Social Media Manager","Pittsburgh","PA",NA,NA,NA,NA,"Social Media","retail",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","COGSCI","S14","E","Carnegie Mellon University","User Experience Researcher","Pittsburgh","PA",NA,NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Statistics","STA","S14","E","PNC","Risk Associate","Pittsburgh","PA",NA,"Hired from summer internship","41895","41925","Analyst: Data","financial services",1,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","DECSCI","S14","E","Bank of America","Operations Management Analyst","Charlotte","NC",NA,NA,NA,NA,"Business Analyst","financial services",NA,607111,35.2,-80.83,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","History","GS","S14","E","IBM","Consulting (GBS)","Chicago","IL",NA,NA,NA,NA,"Management/Strat","consulting",NA,2830144,41.84,-87.68,0
2014,"Permanent Resident","China","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S13","E","Booker Software","Associate Product Manager","New York","NY",NA,NA,NA,NA,"Other","technology",NA,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","INTRELP","S14","E","Fulbright Fellowship","English Teaching Assistantship",NA,"Turkey",NA,NA,NA,NA,"teacher","education",NA,NA,NA,NA,NA
2014,"Non-US Citizen",NA,"Female","BS","Dietrich","Economics","ECO","S13","E","MaRS Discovery District","Junior Associate","Toronto","Canada",NA,NA,NA,NA,"Management:Other","education",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","History","HIS","S14","E","Duquesne University","Marketing Manager- University Press","Pittsburgh","PA",NA,NA,NA,NA,"Marketing","education",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","PW","S14","E","Microsoft","Content Publisher","Redmond","WA",NA,"LinkedIn",NA,"41669","Communications: Writing/Editing","technology",2,47662,47.67,-122.11,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S14","E","PricewaterhouseCoopers","Experienced Associate/Tech Consultant","Chicago","IL",NA,NA,NA,NA,"IT","consulting",NA,2830144,41.84,-87.68,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","INTRELP","S14","E","Homeaway Inc.","Marketing Analyst","Austin","TX",NA,NA,NA,NA,"Marketing","consumer products",NA,683404,30.31,-97.75,2
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","ENG","S14","E","PharmBlue LLC","Business and Regularty Analyst","Pittsburgh","PA",NA,NA,NA,NA,"Analyst:  Business","pharmaceuticals",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S14","E","Health and Human Performance Laboratory","Research Assistant","New York","NY",NA,NA,NA,NA,"Researcher","education",NA,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","DECSCI","S14","E","Innovation Decisions","Intern","Vienna","VA",NA,NA,NA,NA,NA,"consulting",NA,NA,NA,NA,NA
2014,"Non-US Citizen","Korea","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S14","E","Nike",NA,"Beaverton","OR",NA,NA,NA,NA,NA,"consumer products",NA,83920,45.48,-122.82,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S14","E","Apple","Information Technology Development Rotational Program","Cupertino","CA",NA,NA,NA,NA,"Software Development","technology",NA,50952,37.31,-122.05,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S14","E","Intuit","Product Management","San Francisco","CA",NA,NA,NA,NA,"Other","technology",NA,723724,37.77,-122.45,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","INTRELP","S14","E","WorldTeach","English Teacher",NA,"China",NA,NA,NA,NA,"Teacher","education",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","CW","S14","E","Sourcebooks","Assistant to the Publisher","Chicago","IL",NA,NA,NA,NA,NA,NA,NA,2830144,41.84,-87.68,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","PW","S14","E","Cloudant","UI Designer","San Francisco","CA",NA,NA,NA,NA,NA,NA,NA,723724,37.77,-122.45,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","PW","S14","E","Cartoon Network Studios","Intern: Assistant to the VP of Content Business Operations","Burbank","CA",NA,NA,NA,NA,"Communications:  Other","arts & entertainment",1,105515,34.19,-118.33,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S14","E","Carnegie Mellon University","Lab Manager","Pittsburgh","PA",NA,NA,NA,NA,"Researcher","consulting",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Economics","ECO","S14","E","Mitsubishi UFJ Bank","Analyst","New York","NY",NA,"Hired from summer internship","41487","41487","Analyst:Data","financial services",1,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S14","E","McCann Erickson","Human Resources Coord","New York","NY",NA,NA,NA,NA,"Human Resources","advertising & public relations",NA,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Economics","ECO","S14","E","Northwestern Mutual","Financial Representative","Pittsburgh","PA",NA,"Networking","41788","41788","Finance:Other","financial services",1,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","INTRELP","S13","E","Covington & Burling","Paralegal","Washington","DC",NA,NA,NA,NA,"Paralegal","legal",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","History","GS","F13","E","Council on International Educational Exchange (CIEE)","Teaching English","Madrid","Spain",NA,NA,NA,NA,"Teacher","education",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","DECSCI","S14","E","SapientNitro","Technical Project Manager","New York","NY",NA,NA,NA,NA,"Project Manager","technology",NA,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Modern Languages","FRANCO","S14","E","GlobalPittsburgh","Intern","Pittsburgh","PA",NA,NA,NA,NA,"Other","education",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S14","E","General Electric","User Experience Leadership Program","San Ramon","CA",NA,NA,NA,NA,"Design","consumer products",NA,46278,37.76,-121.95,0
2014,"Non-US Citizen","Canada","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S14","E","PricewaterhouseCoopers","Technology Consultant","San Francisco","CA",NA,NA,NA,NA,NA,"consulting",NA,723724,37.77,-122.45,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S13","E","BNY Mellon","Senior Associate ITLDP","East Brunswick","NJ",NA,NA,NA,NA,"Technical Analyst","financial services",NA,48799,40.43,-74.42,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","INTRELP","F13","E","Hewlett Packard","Project Manager","Palo Alto","CA",NA,NA,NA,NA,"Other","technology",NA,56084,37.4,-122.14,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S14","E","UCLA","Research Assistant - Intergrated Substance Abuse Program","Los Angeles","CA",NA,NA,NA,NA,NA,NA,NA,3911500,34.11,-118.41,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Philosophy","EHPP","S14","E","Inflection","Product Management Associate","Redwood","CA",NA,NA,NA,NA,"Management/Strat","technology",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Statistics","ECOSTA","S14","E","Enova Financial","Analytics Analyst","Chicago","IL",NA,"Job Fair","41956","41956","Analyst: Data","financial services",2,2830144,41.84,-87.68,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Statistics","ECOSTA","S14","E","Explorys","Data Scientist","Cleveland","OH",NA,"Job Fair","41623","41647","Analyst: Data","healthcare",3,443949,41.48,-81.68,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Economics","ECO","S14","E","IBM","GBS Public Sector SAP/Oracle Consultant","Washington","DC",NA,"TartanTRAK","41579","41609","Consulting:IT","consulting",2,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","DECSCI","S14","E","UPMC","Financial Analyst","Pittsburgh","PA",NA,NA,NA,NA,"Financial Analyst","healthcare",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Modern Languages","FRANCO","S14","E","Anzu Global LLC","Product Specialist in French at Google","Pittsburgh","PA",NA,NA,NA,NA,"Translator","consumer products",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","CW","S14","E","LifeShel","Design and Communication","Pittsburgh","PA",NA,NA,NA,NA,"Communications: Meida Design","technology",NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","China","Female","BS","Dietrich","Psychology","COGSCI","S14","E","Disney","HCI Research Assistant","Pittsburgh","PA",NA,NA,NA,NA,"Researcher","arts & entertainment",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","INTRELP","S14","E","Fischer Investments","Investment Associate",NA,NA,NA,NA,NA,NA,"Business Analyst","financial services",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Statistics","ECOSTA","S14","E","PricewaterhouseCoopers","Management Consultant Analytics","New York","NY",NA,"TartanTRAK","41925","41956","Consulting: Management/Strategy","consulting",2,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S14","G","UCLA","Doctorate of Health Pyschology","Los Angeles","CA","PhD",NA,NA,NA,NA,NA,NA,3911500,34.11,-118.41,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Economics","ECO","S14","G","University of Michigan","Economics",NA,NA,"PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","CW","S14","G","Carnegie Mellon University","Professional Writing","Pittsburgh","PA","MA",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S14","G","Columbia University","School of Nursing BS/MS","New York","NY","MS",NA,NA,NA,NA,NA,NA,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","PW","S14","G","Carnegie Mellon University","Professional Writing","Pittsburgh","PA","MA",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","CW","S14","G","Pennsylvania State University","English","State College","PA","MA",NA,NA,NA,NA,NA,NA,42420,40.79,-77.86,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Philosophy","EHPP","S14","G","Carnegie Mellon University","Public Policy & Management","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","English","ENG","S14","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S14","G","Carnegie Mellon University","HCI","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","POLMGMT","S14","G","Carnegie Mellon University","Health Care Policy Mangt","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Economics","ECO","S14","G","Carnegie Mellon University","Professional Writing",NA,NA,"MPW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S14","G","Argosy University","Clinical Psychology","Great Falls","VA","PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","INTRELP","S14","G","Carnegie Mellon University","Public Policy & Management","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S14","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Philosophy","EHPP","S14","G","Pennsylvania State University","Law School","University Park","PA","JD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Non-US Citizen","Taiwan","Female","BS","Dietrich","Statistics","ECOSTA","S14","G","University of Illinois at Urbana–Champaign","Accounting","Urbana Champaign","IL","MSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","F13","G","Our Lady of the Lake University","Speech & Language Pathology","Austin","TX","Post-Bac Leveling Program",NA,NA,NA,NA,NA,NA,683404,30.31,-97.75,2
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Philosophy","EHPP","S14","G","Carnegie Mellon University","Arts Management","Pittsburgh","PA","MA",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Psychology","PSY","S14","G","University of Pittsburgh","Masters of Nutrition & Dietetics","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","INTRELP","S14","G","George Washington","Law School","Washington","DC","JD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","Dietrich","Social & Decision Sciences","POLMGMT","S14","G","Carnegie Mellon University","Human Computer Interaction","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","H&SS Interdisciplinary","INFOSYS","S14","G","Carnegie Mellon University","Information Systems","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,NA,NA,"Female","BS","Dietrich","Statistics","STA","S14","G","Carnegie Mellon University","Statistical Practice","Pittsburgh","PA","MSP",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","Dietrich","History","GS","F13","G","Center for Iranian Studies","Arabic Language Immersion",NA,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSCPSY","F13","E","Hillman Cancer Center","Research Assistant","Pittsburgh","PA",NA,NA,NA,NA,"Research","healthcare",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Physics","PHYAST","S14","E","Schlumberger","Geophysicist","Houston","TX",NA,"TartanTrak","41732","41740","Geophysicist/data processing","energy",1,2043005,29.77,-95.39,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Chemistry","CMY","S14","E","National Institutes of Health","Researcher","Bethesda","MD",NA,NA,NA,NA,"Research","education",NA,52217,38.99,-77.12,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S14","E","HHMI Janelia Farms","Research Assistant","Ashburn","VA",NA,NA,NA,NA,"Research","research",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","MSCORSTA","S14","E","Booz Allen Hamilton","Operations Research Analyst, Consultant",NA,NA,NA,"Referred by student in previous class",NA,NA,"Consulting: Other","consulting",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","MSCORSTA","S14","E","Hewlett Packard","Quality Engineer","Houston","TX",NA,NA,NA,NA,"Enigneering: Quality Control","technology",NA,2043005,29.77,-95.39,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","MSCORSTA","S14","E","Travelers","Actuarial and Analytics Leadership Development Program","Hartford","CT",NA,"Networking","41518","41518","Finance: Actuarial","insurance",1,123836,41.77,-72.68,2
2014,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","MSCORSTA","S14","E","Deutsche Bank","Technology Analyst",NA,NA,NA,"TartanTRAK",NA,NA,"Finance: Other","financial services",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S14","E","Cleveland Clinic Neurological Institute","Research Assistant","Cleveland","OH",NA,NA,NA,NA,"Research","healthcare",NA,443949,41.48,-81.68,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSCPSY","S14","E","Webby Awards","Production Intern","New York","NY",NA,NA,NA,NA,"Other","arts & entertainment",NA,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","MSCOR","S14","E","Risk Management Solution","Risk Analyst","Hoboken","NJ",NA,"TOC","41641","41649","Finance: Risk Management","insurance",3,39972,40.74,-74.03,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","MSCORSTA","S14","E","Comlinkdata","Data Analyst","Boston","MA",NA,NA,NA,NA,"Analyst: Data","technology",NA,567759,42.34,-71.02,2
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSCCBIO","S14","E","Blue Brain Project","Research Intern","Lausanne","Switzerland",NA,NA,"41628","41628","Research","research",1,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","MSCM","S13","E","Stroz Friedberg, LLC","Security Analyst","New York","NY",NA,"Networking","41652","41652","Consulting: Other","consulting",1,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Chemistry","CMY","S13","E","Baker & Whitt PLLC","Paralegal","Germantown","TN",NA,NA,NA,NA,"Public Administration: Other","legal",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","MCS","Chemistry","CMY","S14","E","PPG Industries","Chemist I","Pittsburgh","PA",NA,NA,NA,NA,"Other","manufacturing",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSCPSY","S14","E","Monterey Bay Aquarium Research Institute","Summer Intern Research Assistant","Monterey Bay","CA",NA,"Internet","41730","41739","Research","research",2,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S14","E","University of Pittsburgh","Research Assistant","Pittsburgh","PA",NA,NA,NA,NA,"Research","education",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S14","E","IBM","Consultant, Global Business Services",NA,NA,NA,NA,NA,NA,"Consulting: Other","consulting",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSCPSY","S14","E","National Institutes of Health","Research Assistant","Bethesda","MD",NA,"Advisor",NA,"41705","Research","healthcare",1,52217,38.99,-77.12,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSCPSY","S14","E","Teach for America","Chemistry Teacher","New York","NY",NA,"Networking","41925","41925","Social Services: Teaching","education",1,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Chemistry","CMY","S14","E","Carnegie Mellon University","Research Associate 1","Pittsburgh","PA",NA,"Networking","41794","41794","Research","education",1,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S14","E","UPMC","Research Assistant","Pittsburgh","PA",NA,NA,NA,NA,"Research","healthcare",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S14","E","National Institutes of Health","Research Assistant","Bethesda","MD",NA,NA,NA,NA,"Research","education",NA,52217,38.99,-77.12,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","MSCM","S14","E","Grant Street Group","Business Analyst","Pittsburgh","PA",NA,"Job Fair, TartanTrak","41671","41699","Analyst: Business","technology",NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Korea","Female","BS","MCS","Mathematical Sciences","MSCOR","S14","E","NuFit Media","Quantitative Analyst","Pittsburgh","PA",NA,NA,NA,NA,"Analyst: Data","technology",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","Mcsba","S14","E","Epic Systems","Software Developer","Verona","WI",NA,"TartanTrak","41548","41593","Computer Science: Software Development","technology",2,NA,NA,NA,NA
2014,"Permanent Resident","India","Female","BS","MCS","Mathematical Sciences","COMPFIN","S14","E","Deutsche Bank","Analyst, Sales & Trading",NA,NA,NA,"On campus information session",NA,NA,"Finance: Sales & Trading","financial services",NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSCPSY","S14","E","Nutanix","Recruiting Coordinator","San Jose","CA",NA,NA,NA,NA,"Management: Human Resources","technology",NA,897883,37.3,-121.85,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","MSCM","S14","E","Advanced Simulation Technology Inc.","Software Engineer","Herndon","VA",NA,"Job Fair, TartanTrak, Networking","41579","41609","Computer Science: Software Engineering","technology",2,NA,NA,NA,NA
2014,"Non-US Citizen","Taiwan","Female","BS","MCS","Chemistry","CMY","S14","E","UPMC","Research Associate","Pittsburgh","PA",NA,NA,NA,NA,"Research","healthcare",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Mathematical Sciences","MSCCAM","S14","E","4moms","Software Engineer","Pittsburgh","PA",NA,"TOC","41603","41610","Computer Science: Other","consumer products",1,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Female","BS","MCS","Biological Sciences","BSC","S14","E","Carnegie Mellon University","Research Assistant","Pittsburgh","PA",NA,NA,NA,NA,"Research","education",NA,316272,40.44,-79.98,0
